origin,Organism/Name,kingdom,phylum,class,order,family,subfamily,genus
RefSeq-v207,Salmonella phage vB_SenS_ER19,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella phage vB_SenS_ER24,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella phage vB_SenS_ER3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella phage vB_SenS_ER6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella phage vB_SenS_PHB07,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Tlsvirus
RefSeq-v207,Salmonella phage vB_SenS_SB13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Epseptimavirus
RefSeq-v207,Salmonella phage vB_SenS_SB28,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Salmonella phage vB_SenS_Sasha,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Sashavirus
RefSeq-v207,Salmonella phage vB_SnwM_CGG4-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Gelderlandvirus
RefSeq-v207,Salmonella phage vB_SosS_Oslo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Salmonella phage vB_SpuP_Spp16,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Melnykvirinae,Panjvirus
RefSeq-v207,Salmonella phage wksl3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Guernseyvirinae,Jerseyvirus
RefSeq-v207,Salmonella phage yarpen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Rosemountvirus
RefSeq-v207,Salmonella virus BTP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Lederbergvirus
RefSeq-v207,Salmonella virus Chi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella virus FSLSP030,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella virus FSLSP088,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella virus Fels2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Felsduovirus
RefSeq-v207,Salmonella virus KFS-SE2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Salmonella virus P22,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Lederbergvirus
RefSeq-v207,Salmonella virus PsP3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Eganvirus
RefSeq-v207,Salmonella virus SP126,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Tlsvirus
RefSeq-v207,Salmonella virus SP6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Molineuxvirinae,Zindervirus
RefSeq-v207,Salmonella virus SPC35,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
RefSeq-v207,Salmonella virus SPN19,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Salmonella virus ST64T,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Lederbergvirus
RefSeq-v207,Salmonella virus Stitch,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Epseptimavirus
RefSeq-v207,Salmonella virus VSe12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
RefSeq-v207,Salmonella virus VSt472,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Salmonella virus ViI,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Cvivirinae,Kuttervirus
RefSeq-v207,Salmonella virus iEPS5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chivirus
RefSeq-v207,Serratia phage 2050H2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teetrevirus
RefSeq-v207,Serratia phage 2050HW,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Moabitevirus
RefSeq-v207,Serratia phage BF,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Eneladusvirus
RefSeq-v207,Serratia phage CHI14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Winklervirus
RefSeq-v207,Serratia phage Eta,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Serratia phage JS26,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Serratia phage MTx,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Myosmarvirus
RefSeq-v207,Serratia phage Moabite,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Moabitevirus
RefSeq-v207,Serratia phage Muldoon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Muldoonvirus
RefSeq-v207,Serratia phage MyoSmar,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Myosmarvirus
RefSeq-v207,Serratia phage PS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Muldoonvirus
RefSeq-v207,Serratia phage Parlo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Parlovirus
RefSeq-v207,Serratia phage PhiZZ30,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Serratia phage SM9-3Y,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teetrevirus
RefSeq-v207,Serratia phage X20,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Winklervirus
RefSeq-v207,Serratia phage phiMAM1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,,Miltonvirus
RefSeq-v207,Serratia phage vB-Sru-IME250,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,,Taipeivirus
RefSeq-v207,Serratia phage vB_SmaA_3M,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,,Miltonvirus
RefSeq-v207,Shewanella phage Spp001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Chaseviridae,Nefertitivirinae,Yushanvirus
RefSeq-v207,Shewanella phage SppYZU05,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Chaseviridae,Nefertitivirinae,Yushanvirus
RefSeq-v207,Shewanella sp. phage 1/4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Shewanella sp. phage 1/40,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Shewanella sp. phage 1/41,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Shewanella sp. phage 1/44,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Shewanella sp. phage 3/49,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Shigella phage 75/02 Stx,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Diegovirus
RefSeq-v207,Shigella phage Ag3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Aglimvirinae,Agtrevirus
RefSeq-v207,Shigella phage Buco,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Slopekvirinae,Bucovirus
RefSeq-v207,Shigella phage CM8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Shigella phage DS8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Shigella phage EP23,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Dhillonvirus
RefSeq-v207,Shigella phage JK16,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Warwickvirus
RefSeq-v207,Shigella phage JK45,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Shigella phage MK-13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Aglimvirinae,Agtrevirus
RefSeq-v207,Shigella phage POCJ13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Diegovirus
RefSeq-v207,Shigella phage SFN6B,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Slopekvirinae,Drulisvirus
RefSeq-v207,Shigella phage SFPH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Shigella phage SH6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirinae,Tunavirus
RefSeq-v207,Shigella phage SH7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Shigella phage SHBML-50-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Shigella phage SHFML-11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Shigella phage SHFML-26,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Shigella phage SHSML-45,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
RefSeq-v207,Shigella phage SHSML-52-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Shigella phage SP18,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Gaprivervirus
RefSeq-v207,Shigella phage SSP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
