origin,Organism/Name,kingdom,phylum,class,order,family,subfamily,genus
RefSeq-v207,Escherichia coli O157 typing phage 3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia coli O157 typing phage 6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia phage 121Q,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Asteriusvirus
RefSeq-v207,Escherichia phage 13a,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage 172-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Kuravirus
RefSeq-v207,Escherichia phage 186,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Eganvirus
RefSeq-v207,Escherichia phage 285P,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
RefSeq-v207,Escherichia phage 4MG,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirinae,Seunavirus
RefSeq-v207,Escherichia phage 500465-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Felsduovirus
RefSeq-v207,Escherichia phage 500465-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Xuanwuvirus
RefSeq-v207,Escherichia phage 503458,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Xuanwuvirus
RefSeq-v207,Escherichia phage 520873,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Xuanwuvirus
RefSeq-v207,Escherichia phage 64795_ec1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage 933W,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Traversvirus
RefSeq-v207,Escherichia phage ADB-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirinae,Tunavirus
RefSeq-v207,Escherichia phage APCEc01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia phage APECc02,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
RefSeq-v207,Escherichia phage AR1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage AnYang,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
RefSeq-v207,Escherichia phage ArgO145,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Oslovirus
RefSeq-v207,Escherichia phage Av-05,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirinae,Avunavirus
RefSeq-v207,Escherichia phage BA14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
RefSeq-v207,Escherichia phage Bp4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Enquatrovirinae,Gamaleyavirus
RefSeq-v207,Escherichia phage Bp7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
RefSeq-v207,Escherichia phage C1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Escherichia phage C119,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Rogunavirinae,Rogunavirus
RefSeq-v207,Escherichia phage C130_2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Giessenvirus
RefSeq-v207,Escherichia phage C5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage CAjan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Queuovirinae,Seuratvirus
RefSeq-v207,Escherichia phage CF2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage CICC 80001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage D108,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Muvirus
RefSeq-v207,Escherichia phage D6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,
RefSeq-v207,Escherichia phage DE3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Lambdavirus
RefSeq-v207,Escherichia phage DTL,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Braunvirinae,Loudonvirus
RefSeq-v207,Escherichia phage E21,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,
RefSeq-v207,Escherichia phage EC1-UPM,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Enquatrovirinae,Gamaleyavirus
RefSeq-v207,Escherichia phage EC121,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage EC6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Ounavirinae,Felixounavirus
RefSeq-v207,Escherichia phage EC6098,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gokushovirinae,Enterogokushovirus
RefSeq-v207,Escherichia phage ECA2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teetrevirus
RefSeq-v207,Escherichia phage ECBP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Enquatrovirinae,Gamaleyavirus
RefSeq-v207,Escherichia phage ECBP2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Kuravirus
RefSeq-v207,Escherichia phage ECBP5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Gajwadongvirus
RefSeq-v207,Escherichia phage ECD7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Krischvirus
RefSeq-v207,Escherichia phage ECML-117,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Wifcevirus
RefSeq-v207,Escherichia phage ECML-134,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage ECML-4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Cvivirinae,Kuttervirus
RefSeq-v207,Escherichia phage ECO4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage ECP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Hendrixvirinae,Wongtaivirus
RefSeq-v207,Escherichia phage EG1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage EK99P-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Dhillonvirus
RefSeq-v207,Escherichia phage EP75,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Cvivirinae,Kuttervirus
RefSeq-v207,Escherichia phage ESCO13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Phapecoctavirus
RefSeq-v207,Escherichia phage ESCO5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Phapecoctavirus
RefSeq-v207,Escherichia phage ESSI2_ev015,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Seongnamvirus
RefSeq-v207,Escherichia phage ESSI2_ev040,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Seongnamvirus
RefSeq-v207,Escherichia phage ESSI2_ev129,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Seongnamvirus
RefSeq-v207,Escherichia phage ESSI2_ev239,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Seongnamvirus
RefSeq-v207,Escherichia phage Ebrios,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage EcNP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage EcS1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Winklervirus
RefSeq-v207,Escherichia phage EcoDS1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage Eco_BIFF,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirinae,Tunavirus
RefSeq-v207,Escherichia phage Envy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Dhillonvirus
RefSeq-v207,Escherichia phage F2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage FEC14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Cvivirinae,Kuttervirus
RefSeq-v207,Escherichia phage FEC19,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Wifcevirus
RefSeq-v207,Escherichia phage FFH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
RefSeq-v207,Escherichia phage FV3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
RefSeq-v207,Escherichia phage G4,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Gequatrovirus
RefSeq-v207,Escherichia phage GA2A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage Gluttony,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Dhillonvirus
RefSeq-v207,Escherichia phage Gostya9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
RefSeq-v207,Escherichia phage HK446,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Hendrixvirinae,Kwaitsingvirus
RefSeq-v207,Escherichia phage HK542,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Hendrixvirinae,Wongtaivirus
RefSeq-v207,Escherichia phage HK544,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Hendrixvirinae,Kwaitsingvirus
RefSeq-v207,Escherichia phage HK578,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Dhillonvirus
RefSeq-v207,Escherichia phage HK629,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Lambdavirus
RefSeq-v207,Escherichia phage HK630,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Lambdavirus
RefSeq-v207,Escherichia phage HK633,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Hendrixvirinae,Saikungvirus
RefSeq-v207,Escherichia phage HK639,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Escherichia phage HK75,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Hendrixvirinae,Saikungvirus
RefSeq-v207,Escherichia phage HP3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia phage HX01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia phage HY01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage HY02,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Ounavirinae,Felixounavirus
RefSeq-v207,Escherichia phage HY03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage HZ2R8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage HZP2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage Henu7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,,,
RefSeq-v207,Escherichia phage Henu8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Hanrivervirus
RefSeq-v207,Escherichia phage ID2 Moscow/ID/2001,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Gequatrovirus
RefSeq-v207,Escherichia phage ID21,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus
RefSeq-v207,Escherichia phage ID32,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus
RefSeq-v207,Escherichia phage ID52,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Gequatrovirus
RefSeq-v207,Escherichia phage ID62,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus
RefSeq-v207,Escherichia phage IME11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Enquatrovirinae,Gamaleyavirus
RefSeq-v207,Escherichia phage IMM-002,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage If1,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,,Infulavirus
RefSeq-v207,Escherichia phage J8-65,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Bonnellvirus
RefSeq-v207,Escherichia phage JES2013,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
RefSeq-v207,Escherichia phage JH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Ounavirinae,Felixounavirus
RefSeq-v207,Escherichia phage JLK-2012,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Marienburgvirus
RefSeq-v207,Escherichia phage JMPW1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirinae,Tunavirus
RefSeq-v207,Escherichia phage JMPW2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirinae,Tunavirus
RefSeq-v207,Escherichia phage JS10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
RefSeq-v207,Escherichia phage JS98,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
RefSeq-v207,Escherichia phage JSE,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Krischvirus
RefSeq-v207,Escherichia phage K1F,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage K1G,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Guernseyvirinae,Kagunavirus
RefSeq-v207,Escherichia phage K1H,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Guernseyvirinae,Kagunavirus
RefSeq-v207,Escherichia phage K1ind1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Guernseyvirinae,Kagunavirus
RefSeq-v207,Escherichia phage K1ind2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Guernseyvirinae,Kagunavirus
RefSeq-v207,Escherichia phage K30,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Przondovirus
RefSeq-v207,Escherichia phage KBNP1711,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Kuravirus
RefSeq-v207,Escherichia phage KIT03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage LL11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Molineuxvirinae,Vectrevirus
RefSeq-v207,Escherichia phage LL2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teetrevirus
RefSeq-v207,Escherichia phage LL5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Tlsvirus
RefSeq-v207,Escherichia phage LM33_P1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage Lambda_ev017,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Lambdavirus
RefSeq-v207,Escherichia phage Lambda_ev099,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Lambdavirus
RefSeq-v207,Escherichia phage Lambda_ev207,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Lambdavirus
RefSeq-v207,Escherichia phage Lambda_ev243,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Lambdavirus
RefSeq-v207,Escherichia phage Lidtsur,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Bonnellvirus
RefSeq-v207,Escherichia phage Lw1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Pseudotevenvirus
RefSeq-v207,Escherichia phage Lys12581Vzw,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Oslovirus
RefSeq-v207,Escherichia phage MLF4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage MS2,Orthornavirae,Lenarviricota,Allassoviricetes,Levivirales,Leviviridae,,Levivirus
RefSeq-v207,Escherichia phage MX01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
RefSeq-v207,Escherichia phage Mangalitsa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
RefSeq-v207,Escherichia phage Min27,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Traversvirus
RefSeq-v207,Escherichia phage Minorna,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Slopekvirinae,Drulisvirus
RefSeq-v207,Escherichia phage Mt1B1_P17,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Phapecoctavirus
RefSeq-v207,Escherichia phage Mu,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Muvirus
RefSeq-v207,Escherichia phage Murica,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
RefSeq-v207,Escherichia phage N30,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage NC-A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage NC28,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus
RefSeq-v207,Escherichia phage NC29,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus
RefSeq-v207,Escherichia phage NC35,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus
RefSeq-v207,Escherichia phage NJ01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Kuravirus
RefSeq-v207,Escherichia phage OSYSP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
RefSeq-v207,Escherichia phage P13374,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Oslovirus
RefSeq-v207,Escherichia phage P483,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
RefSeq-v207,Escherichia phage P694,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
RefSeq-v207,Escherichia phage PA2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Oslovirus
RefSeq-v207,Escherichia phage PA28,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Traversvirus
RefSeq-v207,Escherichia phage PBECO4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Asteriusvirus
RefSeq-v207,Escherichia phage PE3-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage PE37,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage PGN590,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Hanrivervirus
RefSeq-v207,Escherichia phage PGT2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,,Ermolevavirus
RefSeq-v207,Escherichia phage PP01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage PTXU04,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Xuquatrovirus
RefSeq-v207,Escherichia phage PhaxI,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Cvivirinae,Kuttervirus
RefSeq-v207,Escherichia phage Phi1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Krischvirus
RefSeq-v207,Escherichia phage Pollock,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Humphriesvirinae,Pollockvirus
RefSeq-v207,Escherichia phage QL01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
RefSeq-v207,Escherichia phage RB3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage RB49,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Krischvirus
RefSeq-v207,Escherichia phage RB69,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia phage RCS47,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Punavirus
RefSeq-v207,Escherichia phage Ro45lw,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage SECphi27,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Warwickvirus
RefSeq-v207,Escherichia phage SF,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia phage SH2026Stx1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Traversvirus
RefSeq-v207,Escherichia phage SP15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
RefSeq-v207,Escherichia phage SRT7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Foetvirus
RefSeq-v207,Escherichia phage SRT8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirinae,Sertoctavirus
RefSeq-v207,Escherichia phage ST0,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
RefSeq-v207,Escherichia phage ST31,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
RefSeq-v207,Escherichia phage ST32,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Chaseviridae,Cleopatravirinae,Carltongylesvirus
RefSeq-v207,Escherichia phage SUSP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
RefSeq-v207,Escherichia phage SUSP2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
RefSeq-v207,Escherichia phage Seurat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Queuovirinae,Seuratvirus
RefSeq-v207,Escherichia phage Skarpretter,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Skarprettervirus
RefSeq-v207,Escherichia phage Sortsne,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Sortsnevirus
RefSeq-v207,Escherichia phage St-1,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus
RefSeq-v207,Escherichia phage Stx2 II,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Sepvirinae,Traversvirus
RefSeq-v207,Escherichia phage T2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
RefSeq-v207,Escherichia phage T7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
RefSeq-v207,Escherichia phage TL-2011b,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Uetakevirus
