origin,Organism/Name,kingdom,phylum,class,order,family,genus
RefSeq-v211,Streptomyces phage Immanuel3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Immanueltrevirus
RefSeq-v211,Klebsiella phage May,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Taipeivirus
RefSeq-v211,Klebsiella phage Menlow,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Taipeivirus
RefSeq-v211,Salmonella phage Mutine,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Sulfolobus ellipsoid virus 1,,,,,Ovaliviridae,Alphaovalivirus
RefSeq-v211,Lactobacillus phage Lpa804,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Harbinvirus
RefSeq-v211,Pseudomonas phage PMBT14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Knuthellervirus
RefSeq-v211,Pseudomonas phage PMBT3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Maxrubnervirus
RefSeq-v211,Vibrio phage VEN,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Trungvirus
RefSeq-v211,Ralstonia phage RsoP1IDN,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Higashivirus
RefSeq-v211,Erwinia phage vB_EamM_Desertfox,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Agricanvirus
RefSeq-v211,Microbacterium phage Dismas,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dismasvirus
RefSeq-v211,Vibrio phage Aphrodite1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Aphroditevirus
RefSeq-v211,Enterococcus phage PMBT2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Efquatrovirus
RefSeq-v211,Erwinia phage vB_EamP-S2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Eracentumvirus
RefSeq-v211,Escherichia phage EP75,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Bacillus phage Carmen17,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Carmenvirus
RefSeq-v211,Klebsiella phage vB_KpnM_KpS110,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Taipeivirus
RefSeq-v211,Gordonia phage Flakey,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Montyvirus
RefSeq-v211,Gordonia phage SteveFrench,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Montyvirus
RefSeq-v211,Gordonia phage Troje,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Emalynvirus
RefSeq-v211,Pseudomonas phage Littlefix,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Littlefixvirus
RefSeq-v211,Pseudomonas phage PollyC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Pollyceevirus
RefSeq-v211,Gordonia phage Adgers,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Montyvirus
RefSeq-v211,Streptomyces phage BillNye,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wilnyevirus
RefSeq-v211,Lactobacillus phage Maenad,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Maenadvirus
RefSeq-v211,Gordonia phage Brandonk123,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Vividuovirus
RefSeq-v211,Microbacterium phage Eleri,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Elerivirus
RefSeq-v211,Microbacterium phage Hamlet,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ilzatvirus
RefSeq-v211,Microbacterium phage Ilzat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ilzatvirus
RefSeq-v211,Salmonella phage vB_SpuP_Spp16,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Panjvirus
RefSeq-v211,Erwinia phage vB_EamM-Bue1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Nezavisimistyvirus
RefSeq-v211,Microbacterium phage Pikmin,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pikminvirus
RefSeq-v211,Microbacterium phage Golden,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kojivirus
RefSeq-v211,Microbacterium phage Koji,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kojivirus
RefSeq-v211,Pantoea phage vB_PagS_Vid5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Vidquintavirus
RefSeq-v211,Xanthomonas phage RiverRider,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Riverridervirus
RefSeq-v211,Acinetobacter phage vB_AbaP_D2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus
RefSeq-v211,Enterobacter phage EspM4VN,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Agtrevirus
RefSeq-v211,Aeromonas phage AhSzq-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Shenzhenvirus
RefSeq-v211,Aeromonas phage AhSzw-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Shenzhenvirus
RefSeq-v211,Dickeya phage Dagda,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Aarhusvirus
RefSeq-v211,Dickeya phage Ninurta,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Ningirsuvirus
RefSeq-v211,Pectobacterium phage Jarilo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Jarilovirus
RefSeq-v211,Pectobacterium phage Nepra,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Cbunavirus
RefSeq-v211,Xanthomonas phage Carpasina,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Carpasinavirus
RefSeq-v211,Pseudomonas phage 22PfluR64PP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Pifdecavirus
RefSeq-v211,Aeromonas phage 25AhydR2PP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Aerosvirus
RefSeq-v211,Pseudomonas phage Achelous,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Uliginvirus
RefSeq-v211,Pseudomonas phage Alpheus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Uliginvirus
RefSeq-v211,Pseudomonas phage Nerthus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Uliginvirus
RefSeq-v211,Pseudomonas phage Njord,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Uliginvirus
RefSeq-v211,Klebsiella virus 0507KN21,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Taipeivirus
RefSeq-v211,Clostridium phage CPS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Guelinviridae,Brucesealvirus
RefSeq-v211,Enterococcus phage vB_EfaS_AL2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Efquatrovirus
RefSeq-v211,Microbacterium phage Hendrix,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rogerhendrixvirus
RefSeq-v211,Xanthomonas virus XcP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Carpasinavirus
RefSeq-v211,Escherichia phage Gostya9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
RefSeq-v211,Erwinia phage Faunus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Chaseviridae,Faunusvirus
RefSeq-v211,Gordonia phage Sour,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sourvirus
RefSeq-v211,Microbacterium phage Hyperion,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Squashvirus
RefSeq-v211,Microbacterium phage Squash,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Squashvirus
RefSeq-v211,Microbacterium phage Teagan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ilzatvirus
RefSeq-v211,Streptomyces phage FlowerPower,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Flowerpowervirus
RefSeq-v211,Escherichia phage SP15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
RefSeq-v211,Erwinia phage vB_EamM_Alexandra,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Alexandravirus
RefSeq-v211,Gordonia phage Suzy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Terapinvirus
RefSeq-v211,Gordonia phage Trine,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Trinevirus
RefSeq-v211,Microbacterium phage Krampus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Krampusvirus
RefSeq-v211,Microbacterium phage Zeta1847,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Zetavirus
RefSeq-v211,Rhodococcus phage Takoda,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rerduovirus
RefSeq-v211,Pseudomonas phage PFP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Pifdecavirus
RefSeq-v211,Myoviridae sp.,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Ruegeria phage vB_RpoP-V12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Aorunvirus
RefSeq-v211,Ruegeria phage vB_RpoP-V13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Pomeroyivirus
RefSeq-v211,Salmonella phage S113,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage S114,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage S116,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage S118,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Salmonella phage S124,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage S126,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage S131,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
RefSeq-v211,Salmonella phage S132,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage S133,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage S147,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Escherichia phage C130_2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Giessenvirus
RefSeq-v211,Microbacterium phage Eden,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Edenvirus
RefSeq-v211,Streptomyces phage Annadreamy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Annadreamyvirus
RefSeq-v211,Streptomyces phage Blueeyedbeauty,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Annadreamyvirus
RefSeq-v211,Gordonia phage Fryberger,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ronaldovirus
RefSeq-v211,Gordonia phage Ronaldo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ronaldovirus
RefSeq-v211,Vibrio phage YC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Campanilevirus
RefSeq-v211,Lactobacillus phage ViSo-2018a,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lidleunavirus
RefSeq-v211,Erwinia phage Wellington,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Wellingtonvirus
RefSeq-v211,Pseudomonas phage phCDa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Shizishanvirus
RefSeq-v211,Sphingomonas phage Scott,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Scottvirus
RefSeq-v211,Bacillus phage Wes44,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Carmenvirus
RefSeq-v211,Eggerthella phage PMBT5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lentavirus
RefSeq-v211,Dickeya phage vB_DsoM_AD1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Alexandravirus
RefSeq-v211,Dickeya phage vB_DsoM_JA29,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Salmondvirus
RefSeq-v211,Dickeya phage vB_DsoP_JA10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Ningirsuvirus
RefSeq-v211,Caulobacter phage CcrBL10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Poindextervirus
RefSeq-v211,Caulobacter phage CcrBL9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bertelyvirus
RefSeq-v211,Caulobacter phage CcrPW,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Colossusvirus
RefSeq-v211,Gordonia phage Daredevil,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Daredevilvirus
RefSeq-v211,Lentibacter virus ICBM1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Zobellviridae,Siovirus
RefSeq-v211,Lentibacter virus vB_LenP_ICBM2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Zobellviridae,Siovirus
RefSeq-v211,Microbacterium phage Neferthena,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Neferthenavirus
RefSeq-v211,Microbacterium phage OneinaGillian,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gillianvirus
RefSeq-v211,Salmonella phage SenALZ1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Salmonella phage SenASZ3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Vibrio phage vB_VpS_PG07,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Pogseptimavirus
RefSeq-v211,Streptomyces phage Comrade,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gilsonvirus
RefSeq-v211,Bacteroides phage crAss001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,
RefSeq-v211,Sulfolobus filamentous virus 1,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Alphalipothrixvirus
RefSeq-v211,Acinetobacter phage vB_AbaM_B09_Aci05,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Saclayvirus
RefSeq-v211,Acinetobacter phage vB_AbaM_B09_Aci01-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Saclayvirus
RefSeq-v211,Acinetobacter phage vB_AbaM_B09_Aci02-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Saclayvirus
RefSeq-v211,Acinetobacter phage vB_AbaP_46-62_Aci07,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus
RefSeq-v211,Escherichia phage FEC19,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Wifcevirus
RefSeq-v211,Proteus phage Stubb,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Novosibvirus
RefSeq-v211,Acinetobacter phage vB_AbaP_B09_Aci08,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus
RefSeq-v211,Arthrobacter phage KBurrousTX,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Klausavirus
RefSeq-v211,Escherichia phage fp01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
RefSeq-v211,Microbacterium phage Burro,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Burrovirus
RefSeq-v211,Salmonella phage Sw2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Clostridium phage susfortuna,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Guelinviridae,Susfortunavirus
RefSeq-v211,Dickeya phage Katbat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Aarhusvirus
RefSeq-v211,Dickeya phage Luksen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Aarhusvirus
RefSeq-v211,Dickeya phage Mysterion,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Aarhusvirus
RefSeq-v211,Pectobacterium phage Gaspode,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
RefSeq-v211,Pectobacterium phage Lelidair,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
RefSeq-v211,Pectobacterium phage Nobby,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
RefSeq-v211,Dickeya phage vB_DsoM_JA11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Salmondvirus
RefSeq-v211,Bacillus phage vB_BboS-125,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Elmenteitavirus
RefSeq-v211,Klebsiella phage Pylas,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Pylasvirus
RefSeq-v211,Salmonella phage SeSz-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
RefSeq-v211,Escherichia phage vB_Eco_mar003J3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Escherichia phage vB_Eco_mar004NP2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
RefSeq-v211,Serratia phage vB_SmaA_3M,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Miltonvirus
RefSeq-v211,Arthrobacter phage Andrew,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Andrewvirus
RefSeq-v211,Arthrobacter phage Coral,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coralvirus
RefSeq-v211,Arthrobacter phage Kepler,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coralvirus
RefSeq-v211,Microbacterium phage Armstrong,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Armstrongvirus
RefSeq-v211,Clostridium phage CPD2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Guelinviridae,Gregsiragusavirus
RefSeq-v211,Aeromonas phage ZPAH7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Aerosvirus
RefSeq-v211,Salmonella phage STG2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage Seafire,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Microbacterium phage Goodman,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Goodmanvirus
RefSeq-v211,Arthrobacter phage Anjali,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Anjalivirus
RefSeq-v211,Arthrobacter phage Mendel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Anjalivirus
RefSeq-v211,Vibrio phage VspSw_1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Pogseptimavirus
RefSeq-v211,Lactococcus phage phiQ1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Teubervirus
RefSeq-v211,Arthrobacter phage Liebe,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Liebevirus
RefSeq-v211,Pectobacterium phage Arno160,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Wanjuvirus
RefSeq-v211,Pectobacterium phage Clickz,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
RefSeq-v211,Pectobacterium phage Koot,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
RefSeq-v211,Pectobacterium phage Phoria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
RefSeq-v211,Pectobacterium phage Zenivior,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
RefSeq-v211,Sulfolobales Beppu filamentous virus 2,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Alphalipothrixvirus
RefSeq-v211,Sulfolobales Beppu filamentous virus 3,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales,Lipothrixviridae,Deltalipothrixvirus
RefSeq-v211,Paracoccus phage vB_PmaS-R3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Bacillus virus SRT01hs,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Gaunavirus
RefSeq-v211,Mycobacterium phage DrLupo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Barnyardvirus
RefSeq-v211,Streptomyces phage Hiyaa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Hiyaavirus
RefSeq-v211,Pantoea phage vB_PagS_AAS23,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Sauletekiovirus
RefSeq-v211,Microbacterium phage Schubert,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Schubertvirus
RefSeq-v211,Acinetobacter phage AbKT21phiIII,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Friunavirus
RefSeq-v211,Enterococcus phage vB_EfaP_Zip,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Rountreeviridae,Minhovirus
RefSeq-v211,Gordonia phage Sombrero,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Montyvirus
RefSeq-v211,Aeromonas phage CF7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Ahphunavirus
RefSeq-v211,Halorubrum pleomorphic virus 10,Trapavirae,Saleviricota,Huolimaviricetes,Haloruvirales,Pleolipoviridae,Betapleolipovirus
RefSeq-v211,Halorubrum pleomorphic virus 11,Trapavirae,Saleviricota,Huolimaviricetes,Haloruvirales,Pleolipoviridae,Betapleolipovirus
RefSeq-v211,Halorubrum pleomorphic virus 12,Trapavirae,Saleviricota,Huolimaviricetes,Haloruvirales,Pleolipoviridae,Betapleolipovirus
RefSeq-v211,Gordonia phage Rickmore,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kenoshavirus
RefSeq-v211,Salmonella phage 1-23,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Salmonella phage 3-29,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus
RefSeq-v211,Pantoea phage vB_PagM_LIET2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Lietduovirus
RefSeq-v211,Providencia phage vB PstP PS3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kakivirus
RefSeq-v211,Vibrio phage 2 TSL-2019,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Aphroditevirus
RefSeq-v211,Escherichia phage vB_EcoS_HdH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
